Name,Rating,Reviews,Type,Employe,Sector,Old
TVS Supply Chain Solutions,4.0,2k,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Britannia,4.1,2k,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Micro Labs,3.7,2k,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Fiserv,3.7,2k,Banking,50k-1 Lakh Employees,Public,31 years old
KFintech,3.7,1.9k,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Voltas,4.1,1.9k,BPO,50k-1 Lakh Employees,Public,41 years old
Sterlite Technologies,3.8,1.9k,Telecom,50k-1 Lakh Employees,Public,17 years old
Shree Cement,4.1,1.9k,Internet,1 Lakh+ Employees,Public,30 years old
Kyndryl,4.1,1.9k,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Exide Industries,3.6,1.9k,Retail,1 Lakh+ Employees,NaN,NaN
Ola Cabs,3.5,1.9k,NBFC,1 Lakh+ Employees,NaN,NaN
Yazaki,3.9,1.9k,Engineering & Construction,10k-50k Employees,Public,86 years old
Radisson Hotels,4.1,1.9k,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Dalmia Bharat Cement,4.1,1.9k,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Himalaya Wellness,4.2,1.9k,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Quest Global,3.7,1.9k,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Lifestyle,4.4,1.9k,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
IKS Health,3.6,1.9k,Banking,1 Lakh+ Employees,Public,30 years old
Eureka Forbes,3.9,1.8k,Banking,1 Lakh+ Employees,Public,30 years old
Ajanta Pharma,4.1,1.9k,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Blue Star,4.1,1.9k,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
ACT Fibernet,4.1,1.9k,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Motilal Oswal Financial Services,3.8,1.9k,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
XpressBees,3.8,1.8k,Banking,50k-1 Lakh Employees,Public,31 years old
Aditya Birla Group,4.1,1.8k,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Sonalika Tractors,3.8,1.8k,BPO,50k-1 Lakh Employees,Public,41 years old
Extramarks Education,3.5,1.8k,Telecom,50k-1 Lakh Employees,Public,17 years old
DS Group,4.1,1.8k,Internet,1 Lakh+ Employees,Public,30 years old
Nokia Networks,4.3,1.8k,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Life Insurance Corporation of India,4.4,1.8k,Retail,1 Lakh+ Employees,NaN,NaN
Mahindra Rural Housing Finance,4.1,1.8k,NBFC,1 Lakh+ Employees,NaN,NaN
Cholamandalam MS General Insurance,3.9,1.8k,Engineering & Construction,10k-50k Employees,Public,86 years old
Zomato,3.8,1.8k,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Mahindra Logistics,4.1,1.8k,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Delhi Public School,3.9,1.8k,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Indus Towers,4.0,1.8k,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
PVR Cinemas,4.1,1.8k,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Future Retail,4.3,1.8k,Banking,1 Lakh+ Employees,Public,30 years old
JMC Projects,4.2,1.8k,Banking,1 Lakh+ Employees,Public,30 years old
Ninjacart,4.1,1.8k,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Emcure Pharmaceuticals,3.8,1.8k,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Rivigo,3.9,1.8k,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
SRF,4.3,1.8k,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Myntra,4.0,1.8k,Banking,50k-1 Lakh Employees,Public,31 years old
V-Mart,4.3,1.8k,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Kalpataru Power Transmission,4.2,1.8k,BPO,50k-1 Lakh Employees,Public,41 years old
Parle Agro,4.2,1.8k,Telecom,50k-1 Lakh Employees,Public,17 years old
Datamatics Global Services,3.6,1.8k,Internet,1 Lakh+ Employees,Public,30 years old
Movate,3.5,1.8k,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Kansai Nerolac Paints,3.9,1.7k,Retail,1 Lakh+ Employees,NaN,NaN
Renault-Nissan,4.1,1.7k,NBFC,1 Lakh+ Employees,NaN,NaN
Pfizer,4.1,1.7k,Engineering & Construction,10k-50k Employees,Public,86 years old
Tata Teleservices,4.1,1.7k,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Fujitsu,3.9,1.7k,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Mahindra Holidays & Resorts,3.6,1.7k,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
VVDN Technologies,3.7,1.7k,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Indian Railways,4.2,1.7k,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
MSN Laboratories,3.8,1.7k,Banking,1 Lakh+ Employees,Public,30 years old
3i Infotech,3.6,1.7k,Banking,1 Lakh+ Employees,Public,30 years old
BHEL,4.2,1.7k,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
KPMG Global Services,3.7,1.7k,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Raymond,4.1,1.7k,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
ICICI Securities,3.8,1.7k,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Reliance Trends,4.3,1.7k,Banking,50k-1 Lakh Employees,Public,31 years old
Blinkit,3.9,1.7k,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Cybage,3.9,1.7k,BPO,50k-1 Lakh Employees,Public,41 years old
Ambuja Cements,4.0,1.7k,Telecom,50k-1 Lakh Employees,Public,17 years old
JCB,4.0,1.7k,Internet,1 Lakh+ Employees,Public,30 years old
Cadila Pharmaceuticals,3.6,1.7k,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
suzuki motor gujarat,4.3,1.7k,Retail,1 Lakh+ Employees,NaN,NaN
Info Edge,4.1,1.7k,NBFC,1 Lakh+ Employees,NaN,NaN
Shell,4.3,1.7k,Engineering & Construction,10k-50k Employees,Public,86 years old
GlaxoSmithKline Pharmaceuticals,4.1,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Foundever,3.8,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Poonawalla Fincorp,3.9,1.6k,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
ZS,3.5,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
PhonePe,4.1,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Whirlpool,4.1,1.6k,Banking,1 Lakh+ Employees,Public,30 years old
Bharat Petroleum,4.2,1.6k,Banking,1 Lakh+ Employees,Public,30 years old
Tata Elxsi,4.1,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Jindal Stainless,4.2,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Endurance Technologies,3.9,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
NoBroker,3.2,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Force Motors,3.6,1.6k,Banking,50k-1 Lakh Employees,Public,31 years old
ITC Hotels,4.2,1.6k,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Fincare Small Finance Bank,4.1,1.6k,BPO,50k-1 Lakh Employees,Public,41 years old
Shahi Exports,4.0,1.6k,Telecom,50k-1 Lakh Employees,Public,17 years old
Syngene International,4.0,1.6k,Internet,1 Lakh+ Employees,Public,30 years old
GVK Emergency Management and Research Institute,3.7,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Delphi TVS,4.1,1.6k,Retail,1 Lakh+ Employees,NaN,NaN
Bharti AXA Life Insurance,3.9,1.6k,NBFC,1 Lakh+ Employees,NaN,NaN
Kalyan Jewellers,4.7,1.6k,Engineering & Construction,10k-50k Employees,Public,86 years old
Sobha,4.0,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Care Health Insurance,3.7,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Brakes India,4.1,1.6k,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Lodha group,4.1,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Aavas Financiers,4.0,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
HCL Infosystems,4.0,1.6k,Banking,1 Lakh+ Employees,Public,30 years old
Citicorp,3.8,1.6k,Banking,1 Lakh+ Employees,Public,30 years old
Sterling & Wilson,4.1,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Dhani Loans and Services,3.9,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Bureau Veritas,4.0,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
CAMS,3.7,1.6k,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Sopra Steria,4.0,1.6k,Banking,50k-1 Lakh Employees,Public,31 years old
KENT RO Systems,4.1,1.6k,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Gallagher,3.9,1.6k,BPO,50k-1 Lakh Employees,Public,41 years old
Unacademy,3.3,1.6k,Telecom,50k-1 Lakh Employees,Public,17 years old
Varroc Group,3.8,1.5k,Internet,1 Lakh+ Employees,Public,30 years old
Coromandel International,4.1,1.5k,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Future Generali India Life Insurance,3.8,1.5k,Retail,1 Lakh+ Employees,NaN,NaN
Canara HSBC Life Insurance,3.8,1.5k,NBFC,1 Lakh+ Employees,NaN,NaN
Allsec Technologies,4.1,1.5k,Engineering & Construction,10k-50k Employees,Public,86 years old
Cisco,4.3,1.5k,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Tata Motors Finance,4.2,1.5k,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
RMSI,3.8,1.5k,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Power Mech Projects,3.9,1.5k,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Star Health & Allied Insurance,3.8,1.5k,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
café Coffee day,4.0,1.5k,Banking,1 Lakh+ Employees,Public,30 years old
Adani Wilmar,4.2,1.5k,Banking,1 Lakh+ Employees,Public,30 years old
IntouchCX,3.0,1.5k,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
JK Tyres,3.8,1.5k,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Gabriel India,4.2,1.5k,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
KIA MOTORS,3.9,1.5k,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Straive,3.5,1.5k,Banking,50k-1 Lakh Employees,Public,31 years old
DBS Bank,3.9,1.5k,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Lucas-TVS,4.0,1.5k,BPO,50k-1 Lakh Employees,Public,41 years old
Bank of Baroda,3.6,1.5k,Telecom,50k-1 Lakh Employees,Public,17 years old
Planet Spark,3.8,1.5k,Internet,1 Lakh+ Employees,Public,30 years old
Laurus Labs,4.2,1.5k,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Sify Technologies,4.0,1.5k,Retail,1 Lakh+ Employees,NaN,NaN
Hero FinCorp,4.2,1.5k,NBFC,1 Lakh+ Employees,NaN,NaN
ValueLabs,3.9,1.5k,Engineering & Construction,10k-50k Employees,Public,86 years old
Hindustan Aeronautics,4.4,1.5k,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Adani Power,4.0,1.5k,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Indian Navy,4.6,1.4k,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Parle Products,4.0,1.5k,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
ABC,3.9,1.5k,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Thomson Reuters,4.1,1.5k,Banking,1 Lakh+ Employees,Public,30 years old
Akums Drugs & Pharmaceuticals,4.1,1.4k,Banking,1 Lakh+ Employees,Public,30 years old
upGrad,3.9,1.5k,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
ESAF Microfinance & Investments (P),3.9,1.5k,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Taurus BPO Services,4.6,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Uflex,3.8,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Intellect Design Arena,4.1,1.4k,Banking,50k-1 Lakh Employees,Public,31 years old
AECOM,4.3,1.4k,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
SAP,4.3,1.4k,BPO,50k-1 Lakh Employees,Public,41 years old
TVS Sundram Fasteners,3.8,1.4k,Telecom,50k-1 Lakh Employees,Public,17 years old
Citibank,4.0,1.4k,Internet,1 Lakh+ Employees,Public,30 years old
CMA CGM,4.1,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Cargill,4.2,1.4k,Retail,1 Lakh+ Employees,NaN,NaN
Google,4.4,1.4k,NBFC,1 Lakh+ Employees,NaN,NaN
Microsoft Corporation,4.1,1.4k,Engineering & Construction,10k-50k Employees,Public,86 years old
IDBI Bank,3.8,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
SGS,4.0,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Reliance General Insurance,3.9,1.4k,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Dr Lal PathLabs,4.2,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Honda,4.2,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Novartis,4.1,1.4k,Banking,1 Lakh+ Employees,Public,30 years old
Optum Global Solutions,4.1,1.4k,Banking,1 Lakh+ Employees,Public,30 years old
L&T Energy Hydrocarbon,3.9,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Renault Nissan Technology & Business Centre India,3.9,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
TCE,3.8,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Kotak Securities,3.7,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Meesho,3.7,1.4k,Banking,50k-1 Lakh Employees,Public,31 years old
Xoriant,3.9,1.4k,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
YASH Technologies,3.8,1.4k,BPO,50k-1 Lakh Employees,Public,41 years old
Narayana Health,4.2,1.4k,Telecom,50k-1 Lakh Employees,Public,17 years old
Honeywell Automation,3.8,1.4k,Internet,1 Lakh+ Employees,Public,30 years old
AXA Business Services,3.8,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Big Bazaar,4.3,1.4k,Retail,1 Lakh+ Employees,NaN,NaN
SBI General Insurance,3.9,1.4k,NBFC,1 Lakh+ Employees,NaN,NaN
Spark Minda,3.9,1.4k,Engineering & Construction,10k-50k Employees,Public,86 years old
BA Continuum,4.3,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Vedantu,3.4,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Apollo Pharmacy,3.9,1.4k,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Wockhardt,3.9,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
MetLife,4.3,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Philips,3.9,1.4k,Banking,1 Lakh+ Employees,Public,30 years old
CMS Infosystems,3.7,1.4k,Banking,1 Lakh+ Employees,Public,30 years old
Tata Play,4.1,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Biological E,4.3,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Niva Bupa Health Insurance Company,3.7,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
NCR Corporation,4.1,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Vardhman Fabrics,4.1,1.4k,Banking,50k-1 Lakh Employees,Public,31 years old
Crisil,3.7,1.4k,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Aragen Life Sciences,4.1,1.4k,BPO,50k-1 Lakh Employees,Public,41 years old
G R Infraprojects,4.2,1.4k,Telecom,50k-1 Lakh Employees,Public,17 years old
Exl India,3.6,1.4k,Internet,1 Lakh+ Employees,Public,30 years old
Safexpress,4.1,1.4k,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Frankfinn Institute of Air Hostess Training,4.0,1.4k,Retail,1 Lakh+ Employees,NaN,NaN
Innovsource Services,4.0,1.4k,NBFC,1 Lakh+ Employees,NaN,NaN
Microland,3.6,1.3k,Engineering & Construction,10k-50k Employees,Public,86 years old
Allstate,4.0,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Panasonic Life Solutions,4.1,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
SBI Securities,3.9,1.3k,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Amazon Transportation Services,4.2,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
R.R. Donnelley,4.1,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Angel One,3.9,1.3k,Banking,1 Lakh+ Employees,Public,30 years old
Metro Cash & Carry,4.2,1.3k,Banking,1 Lakh+ Employees,Public,30 years old
PHN Technology,4.6,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Matrimony.com,4.4,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
SS&C TECHNOLOGIES,3.6,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Reckitt Benckiser,4.0,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Bharat Financial Inclusion,4.0,1.3k,Banking,50k-1 Lakh Employees,Public,31 years old
Bhushan Power & Steel,4.0,1.3k,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
CitiusTech,3.5,1.3k,BPO,50k-1 Lakh Employees,Public,41 years old
USV,4.1,1.3k,Telecom,50k-1 Lakh Employees,Public,17 years old
Aditya Birla Capital,4.0,1.3k,Internet,1 Lakh+ Employees,Public,30 years old
Motherson Automotive Technologies and Engineering,4.0,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Adecco Group,3.8,1.3k,Retail,1 Lakh+ Employees,NaN,NaN
Procter & Gamble,4.2,1.3k,NBFC,1 Lakh+ Employees,NaN,NaN
Dainik Bhaskar Group,4.4,1.3k,Engineering & Construction,10k-50k Employees,Public,86 years old
XL Dynamics,3.2,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Yamaha Motor,4.2,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
USHA International,4.2,1.3k,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Cavinkare,4.0,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Team Computers,3.7,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
HERE Technologies,3.8,1.3k,Banking,1 Lakh+ Employees,Public,30 years old
Mercedes-Benz Research & Development India,4.0,1.3k,Banking,1 Lakh+ Employees,Public,30 years old
NTPC,4.3,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
KONE,4.3,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Isgec Heavy Engineering,3.9,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
DHL Supply Chain,4.3,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Torrent Power,3.8,1.3k,Banking,50k-1 Lakh Employees,Public,31 years old
Mother Dairy Fruit & Vegetable,4.2,1.3k,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
PI Industries,4.1,1.3k,BPO,50k-1 Lakh Employees,Public,41 years old
Honda Cars,4.4,1.3k,Telecom,50k-1 Lakh Employees,Public,17 years old
Oberoi Group of Hotels,4.2,1.3k,Internet,1 Lakh+ Employees,Public,30 years old
Honeywell Technology Solutions,3.9,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
DIVI'S Laboratories,3.9,1.3k,Retail,1 Lakh+ Employees,NaN,NaN
Chegg,4.2,1.3k,NBFC,1 Lakh+ Employees,NaN,NaN
Saint-Gobain,4.1,1.3k,Engineering & Construction,10k-50k Employees,Public,86 years old
Haier Appliances India,4.1,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Johnson & Johnson,4.2,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Sigma Electric Manufacturing Corporation,4.0,1.3k,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Paisabazaar.com,3.7,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Jindal Saw,4.0,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Credit Suisse,4.2,1.3k,Banking,1 Lakh+ Employees,Public,30 years old
Arvind Group,4.1,1.2k,Banking,1 Lakh+ Employees,Public,30 years old
Max Fashion,4.2,1.2k,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Verizon,4.2,1.3k,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Tata Communications Transformation Services,4.1,1.2k,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Hyatt Regency,4.2,1.2k,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Daikin,4.2,1.2k,Banking,50k-1 Lakh Employees,Public,31 years old
Star Union Dai-ichi Life Insurance,3.9,1.2k,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
V-Guard Industries,4.4,1.2k,BPO,50k-1 Lakh Employees,Public,41 years old
